2,3,4,5,6,7,8,9,10,11
0.21903379138081946,0.23485732029076672,0.21253379638001874,0.1718831342285789,0.1609278990064403,0.1664356974342459,0.15119621353239235,0.15020457993808511,0.08008180972745435,0.07018046376777534
0.21975699640538568,0.23611470251722685,0.21426544152790256,0.17574733321249536,0.1723634355469686,0.17550835063567932,0.16052053752909143,0.08895428488453298,0.08327894377874236,0.07055216164121705
0.21795873895075105,0.2309491370697995,0.21025039930635347,0.17223875406870995,0.13595005857204986,0.12488553342764522,0.12785726931023833,0.12156970868525671,0.08139383924776739,0.07920466503626937
0.21976283991720835,0.23618069678914808,0.21380132067871946,0.17473233595536905,0.17139367876178685,0.1748037854934212,0.16035285782217068,0.1547392268122507,0.08389436637013811,0.07099511521441186
0.22229399157972962,0.2374151586495925,0.215852745246094,0.17695555961585396,0.16631540357355987,0.16981571266328246,0.15503060392139598,0.15883656205386354,0.08062739482687786,0.07064001372846124
0.21811799083417158,0.23535904279154357,0.21295418346398345,0.16921870447231593,0.17245269119349085,0.1581658872627044,0.15352460923721406,0.15737029162359972,0.08655094054889435,0.07405260174863505
0.22060857701288122,0.23481224640290316,0.21384204185499567,0.17438794551104836,0.17104124072478186,0.1742246941229749,0.1591696386932869,0.12344267593361567,0.11720311022292422,0.07987503693717052
0.22093701561593765,0.23437593738756513,0.21296661405592357,0.1735258258029386,0.1691967843219575,0.1304126788084353,0.13404651766860487,0.1262347483317308,0.08895989689824098,0.08241959133262156
0.21913473368531936,0.23645495158654958,0.2136779674630596,0.1751896653812923,0.17214387460683694,0.15768330194101568,0.15845724948755105,0.15628965827879637,0.08563643125070632,0.07325956695077496
0.21977917238756003,0.2373274198732618,0.21485653713067873,0.17494461871055111,0.17147578894319235,0.17515325775196156,0.1601045658007108,0.08952682898155086,0.08372064517413082,0.08352129004101187
