2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.806983795,0.830062225,0.641317973,0.41794188,0.394014144,0.354100792,0.29389313,0.362332871,0.290901885,0.308885078,0.286429682,0.265928664,0.29772696,0.248299138
0.80591265,0.828478192,0.641179121,0.41915041,0.394766023,0.314136807,0.363227453,0.362881087,0.333094474,0.261183474,0.265889541,0.26556794,0.247550914,0.27322505
0.808722352,0.83096883,0.64105519,0.414976348,0.376095363,0.350278766,0.359950642,0.299397565,0.332037746,0.293112763,0.29700074,0.276407403,0.269080325,0.26511154
0.806141087,0.829870756,0.642826264,0.420299422,0.394633244,0.326550226,0.364800956,0.302861732,0.301956024,0.309874411,0.30316878,0.308711981,0.283771431,0.223456112
0.808528045,0.830818268,0.640230127,0.417898252,0.390409512,0.352091536,0.321182345,0.299546542,0.300148444,0.296263674,0.261294545,0.286238487,0.273129858,0.258102797
0.808858364,0.830797658,0.641599788,0.416758251,0.390555685,0.310209338,0.360734951,0.281838871,0.319728016,0.301500046,0.307859748,0.286527053,0.305559689,0.266082885
0.809278524,0.830969923,0.638913145,0.414553052,0.375077394,0.309908665,0.318172011,0.318645557,0.296909982,0.300182313,0.285455956,0.301692309,0.268887394,0.250590019
0.807201468,0.82988827,0.642070106,0.41749573,0.37694899,0.352388137,0.321353148,0.359795831,0.297859618,0.300301372,0.266243469,0.284432215,0.266037561,0.287150593
0.806871547,0.830786322,0.642425212,0.420396473,0.394610287,0.355294446,0.364271599,0.364808808,0.3009818,0.302976368,0.288321682,0.281685795,0.275365971,0.282824032
0.807952012,0.830747313,0.642037892,0.418066501,0.393663062,0.355115173,0.32277162,0.323019686,0.307602631,0.262462759,0.307189731,0.306752037,0.291048562,0.289583855
0.806314461,0.829431681,0.641626963,0.417966433,0.380462245,0.365815445,0.364776579,0.310999367,0.299736819,0.302428823,0.291307597,0.315227692,0.261761864,0.301657247
0.808049525,0.83034957,0.642729479,0.418470857,0.392624631,0.352565684,0.300443185,0.361338985,0.298437185,0.285907387,0.276270546,0.293370586,0.288953764,0.307470968
0.80652942,0.830462961,0.642277851,0.420692543,0.394963146,0.284463806,0.292231429,0.286840451,0.302670732,0.31247305,0.274101478,0.308593873,0.288889808,0.292916811
0.808047528,0.83037654,0.642732045,0.418294837,0.393847635,0.353187686,0.362425277,0.323160838,0.302486498,0.317933774,0.297725724,0.262527916,0.276709456,0.259298676
0.806796206,0.82927949,0.642857487,0.41903192,0.393821916,0.35463635,0.36420473,0.324314579,0.310933837,0.296162411,0.252310075,0.302450718,0.29632174,0.292730502
0.807692711,0.829646871,0.640381977,0.417811138,0.339024406,0.350392787,0.32219807,0.361147566,0.300583748,0.336306884,0.30834361,0.250365788,0.295606609,0.238974905
0.807705025,0.829828128,0.640994041,0.417124493,0.393267697,0.352551383,0.360831456,0.358167778,0.300467166,0.298950789,0.307907251,0.306354669,0.27480564,0.219643085
0.808790779,0.831562612,0.639296203,0.415499042,0.389139777,0.350393866,0.28887953,0.310634447,0.298635201,0.298963779,0.272195042,0.288564138,0.278379116,0.281070082
0.808605804,0.829973463,0.639790778,0.413971881,0.389452678,0.350916199,0.300181051,0.359479674,0.31099747,0.300672113,0.305427665,0.277982699,0.305282924,0.305375171
0.807250486,0.829635518,0.642760124,0.418542557,0.394265972,0.351622613,0.360821296,0.360477599,0.301144705,0.305704093,0.300905696,0.264045959,0.256576218,0.297073855
0.80695683,0.82962161,0.642015901,0.418392614,0.393771017,0.353245732,0.362502999,0.3023424,0.301734643,0.262999762,0.290136207,0.274617029,0.229484995,0.25202308
0.807703051,0.829942828,0.641766097,0.416784762,0.377907025,0.352610689,0.359926894,0.297378891,0.274798364,0.300518124,0.290378678,0.287395715,0.292451266,0.273305265
0.807239708,0.830885607,0.641617098,0.419719001,0.395563151,0.353165547,0.292547657,0.320956049,0.276709816,0.304232558,0.303121194,0.311414892,0.277144088,0.277762547
0.808322493,0.829929929,0.639973442,0.415137328,0.388121065,0.30846251,0.358173236,0.295793449,0.296235548,0.298370029,0.255561205,0.24012265,0.257226223,0.286661038
0.807865329,0.830447899,0.638316877,0.41590877,0.390808321,0.351495015,0.360439894,0.310775703,0.305502705,0.294339238,0.305200815,0.303283377,0.238901882,0.252178916
0.808050711,0.830806032,0.641524577,0.419263247,0.393107606,0.352487873,0.321455933,0.321473343,0.321348105,0.289065731,0.297920019,0.278133686,0.245835147,0.270858053
0.806966526,0.829999772,0.641687139,0.418934085,0.339674004,0.311851605,0.321468422,0.361320331,0.299753125,0.277514768,0.311299256,0.308677506,0.307646923,0.24082667
0.807217006,0.830995816,0.642928917,0.420148415,0.39378382,0.353093751,0.319742119,0.285842986,0.298563262,0.319678114,0.273415368,0.271354777,0.254488844,0.283694718
0.807703009,0.830521666,0.641291282,0.417676116,0.392268447,0.313267303,0.322569802,0.300899359,0.301688684,0.274029729,0.253687198,0.282682079,0.266808793,0.228294018
0.807090129,0.829211481,0.639350206,0.416807843,0.378213395,0.351694135,0.360587817,0.359371708,0.297824995,0.292543276,0.305528444,0.298477811,0.283516908,0.283295251
